interaction_id,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,reward,arm,previously_contacted,pdays_since_previous,age_group
16746,41,entrepreneur,single,high.school,no,yes,yes,jul,thu,20,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16747,44,entrepreneur,married,university.degree,unknown,no,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16748,27,services,single,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,under_30
16749,51,technician,married,high.school,no,no,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16750,27,services,single,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16751,27,services,single,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16752,43,housemaid,divorced,basic.6y,unknown,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16753,56,blue-collar,married,basic.4y,no,yes,no,jul,thu,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16754,29,blue-collar,single,basic.6y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16755,38,blue-collar,married,basic.6y,no,unknown,unknown,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16756,27,services,single,university.degree,no,no,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16757,47,technician,divorced,high.school,no,no,no,jul,thu,24,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16758,39,services,divorced,high.school,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16759,39,services,divorced,high.school,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16760,26,admin.,married,high.school,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16761,50,management,married,professional.course,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16762,29,admin.,single,university.degree,no,yes,no,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16763,36,admin.,single,university.degree,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16764,39,services,divorced,high.school,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16765,44,blue-collar,married,basic.9y,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16766,31,services,married,high.school,unknown,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16767,29,admin.,single,university.degree,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16768,44,blue-collar,married,basic.4y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16769,41,technician,single,university.degree,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16770,43,admin.,single,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16771,51,technician,married,professional.course,no,yes,yes,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16772,29,technician,single,high.school,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16773,26,admin.,married,high.school,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16774,50,entrepreneur,married,basic.9y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16775,35,management,single,university.degree,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16776,41,technician,single,university.degree,no,yes,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16777,41,entrepreneur,single,high.school,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16778,41,entrepreneur,single,high.school,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16779,27,blue-collar,single,basic.6y,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16780,41,entrepreneur,single,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,40_49
16781,55,entrepreneur,married,university.degree,unknown,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16782,46,blue-collar,married,basic.6y,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16783,49,blue-collar,married,basic.9y,unknown,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16784,43,housemaid,divorced,basic.6y,unknown,yes,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16785,59,technician,married,university.degree,unknown,no,yes,jul,thu,7,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16786,41,technician,single,university.degree,no,no,no,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16787,54,blue-collar,married,basic.4y,unknown,yes,yes,jul,thu,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16788,25,blue-collar,single,basic.9y,no,yes,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16789,47,admin.,married,professional.course,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16790,54,services,married,high.school,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16791,26,blue-collar,single,basic.9y,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,under_30
16792,32,student,single,high.school,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,cellular,0,,30_39
16793,57,management,married,university.degree,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16794,43,entrepreneur,married,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16795,37,blue-collar,divorced,basic.9y,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16796,41,entrepreneur,single,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,cellular,0,,40_49
16797,31,blue-collar,married,basic.4y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16798,27,services,single,university.degree,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16799,54,services,married,high.school,unknown,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16800,50,technician,married,professional.course,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16801,54,technician,married,professional.course,unknown,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16802,27,management,single,university.degree,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16803,59,technician,married,professional.course,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16804,57,self-employed,married,university.degree,no,yes,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16805,27,services,single,high.school,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16806,57,self-employed,married,university.degree,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16807,56,services,married,high.school,unknown,yes,no,jul,thu,11,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16808,47,technician,divorced,high.school,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16809,33,technician,single,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16810,56,services,married,high.school,unknown,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16811,40,services,married,basic.9y,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16812,49,blue-collar,married,basic.9y,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16813,49,blue-collar,married,basic.9y,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16814,36,admin.,married,university.degree,no,no,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16815,49,technician,married,basic.4y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16816,31,entrepreneur,single,university.degree,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16817,49,technician,married,professional.course,no,no,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16818,46,blue-collar,married,high.school,unknown,yes,no,jul,thu,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16819,47,technician,divorced,high.school,no,yes,no,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16820,33,technician,single,basic.9y,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16821,23,blue-collar,single,basic.9y,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16822,54,technician,married,high.school,unknown,yes,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16823,44,admin.,married,university.degree,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16824,53,technician,married,basic.9y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16825,53,entrepreneur,married,university.degree,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16826,58,blue-collar,married,basic.9y,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16827,59,admin.,married,basic.4y,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16828,59,admin.,married,basic.4y,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16829,54,services,married,basic.9y,unknown,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16830,47,technician,divorced,high.school,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16831,52,retired,single,basic.9y,no,no,no,jul,thu,6,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16832,54,technician,married,high.school,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16833,45,services,married,high.school,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16834,54,services,single,basic.9y,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16835,57,self-employed,married,university.degree,no,no,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,cellular,0,,50_59
16836,52,technician,married,professional.course,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16837,53,technician,married,unknown,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16838,52,technician,married,professional.course,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16839,51,services,single,high.school,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16840,47,technician,divorced,high.school,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16841,53,blue-collar,married,unknown,unknown,unknown,unknown,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16842,44,admin.,married,university.degree,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16843,46,technician,divorced,university.degree,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16844,48,management,married,university.degree,no,yes,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,40_49
16845,52,blue-collar,married,basic.9y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16846,39,services,divorced,high.school,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16847,38,admin.,divorced,high.school,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16848,54,technician,married,university.degree,no,yes,no,jul,thu,6,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16849,56,technician,married,professional.course,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16850,36,management,married,unknown,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16851,48,blue-collar,married,basic.4y,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16852,44,services,married,high.school,unknown,unknown,unknown,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16853,55,admin.,married,basic.4y,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16854,57,self-employed,married,basic.4y,no,yes,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16855,44,blue-collar,married,basic.9y,unknown,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16856,49,technician,married,professional.course,no,yes,no,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16857,43,blue-collar,single,basic.9y,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16858,43,blue-collar,married,basic.9y,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16859,51,housemaid,divorced,high.school,no,yes,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16860,52,services,married,high.school,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16861,41,blue-collar,single,basic.6y,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16862,52,services,married,high.school,unknown,yes,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16863,45,admin.,married,unknown,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16864,49,technician,married,professional.course,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16865,45,admin.,married,unknown,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16866,39,self-employed,single,high.school,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16867,45,admin.,married,unknown,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,cellular,0,,40_49
16868,57,blue-collar,married,basic.4y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16869,46,blue-collar,married,high.school,unknown,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16870,41,entrepreneur,single,high.school,no,yes,no,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16871,51,housemaid,married,basic.4y,no,yes,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,50_59
16872,34,services,divorced,high.school,no,no,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,30_39
16873,46,blue-collar,married,unknown,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16874,30,admin.,single,university.degree,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16875,24,services,single,high.school,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16876,46,blue-collar,married,basic.6y,no,yes,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16877,57,blue-collar,married,unknown,no,yes,no,jul,thu,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16878,57,technician,married,professional.course,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16879,43,technician,married,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16880,43,technician,married,professional.course,unknown,yes,no,jul,thu,7,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,40_49
16881,37,blue-collar,single,basic.9y,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16882,35,blue-collar,married,unknown,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16883,29,entrepreneur,married,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16884,34,blue-collar,divorced,basic.6y,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,cellular,0,,30_39
16885,53,blue-collar,married,unknown,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16886,53,unknown,single,unknown,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16887,55,services,divorced,high.school,no,yes,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16888,23,blue-collar,single,basic.9y,no,yes,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,under_30
16889,35,retired,married,basic.4y,unknown,no,no,jul,thu,14,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16890,32,technician,single,university.degree,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,telephone,0,,30_39
16891,45,admin.,married,unknown,unknown,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16892,53,blue-collar,married,unknown,no,no,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16893,50,blue-collar,married,basic.9y,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16894,50,blue-collar,married,basic.9y,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16895,50,blue-collar,married,basic.9y,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16896,50,unemployed,married,professional.course,unknown,yes,yes,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16897,39,admin.,married,university.degree,no,yes,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16898,53,management,married,unknown,unknown,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16899,56,blue-collar,married,basic.4y,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16900,38,technician,single,professional.course,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16901,55,blue-collar,married,basic.6y,unknown,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16902,40,blue-collar,single,professional.course,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16903,55,blue-collar,married,basic.6y,unknown,unknown,unknown,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16904,42,management,married,high.school,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16905,41,entrepreneur,single,high.school,no,yes,no,jul,thu,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16906,55,services,divorced,high.school,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16907,40,entrepreneur,divorced,unknown,no,no,yes,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16908,48,blue-collar,married,basic.4y,unknown,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16909,50,management,married,university.degree,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16910,43,admin.,married,university.degree,no,no,no,jul,thu,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16911,34,management,married,university.degree,no,no,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16912,51,admin.,married,university.degree,unknown,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,50_59
16913,31,admin.,single,high.school,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16914,27,services,single,high.school,no,no,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,under_30
16915,45,admin.,divorced,high.school,no,no,no,jul,thu,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,40_49
16916,38,self-employed,married,university.degree,no,yes,no,jul,thu,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,cellular,0,,30_39
16917,48,admin.,married,high.school,no,yes,no,jul,thu,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,cellular,0,,40_49
